Gene Start (bp)	Associated Gene Name
53241912	GNPNAT1
83924655	BNC1
151934652	MAGEA3
38076951	RSPO1
54704610	RPS9
99344131	PI4K2A
3804022	ZFR2
102277474	POLR2J2
110452864	CSF1
140165876	PCDHA1
16177831	TPM4
170683968	UBR3
100867486	NR1H4
102277496	POLR2J2
10958650	TAS2R8
84115980	SH3GL3
27145803	HOXA3
50702142	MAPK11
10961736	TAS2R9
102290772	SPDYE2B
38147242	C1orf109
10977559	PRR4
48859428	LHCGR
27168126	HOXA4
100484918	MTTP
27180671	HOXA5
7143333	GABARAP
36661948	RPRD1B
105475910	CDCA4
110909043	ALG13
27185015	HOXA6
1553923	PRPF8
99344131	PI4K2A
236546	PSMD13
129847700	SSMEM1
27193335	HOXA7
99349450	C10orf62
3182069	RP11-64J4.2
3213539	OR3A4P
151995517	CETN2
3214487	OR3A5P
27202054	HOXA9
53323986	FERMT2
3280821	OR1AC1P
85405267	SYTL2
129906667	CPA2
99374310	MORN4
27203154	RP1-170O19.20
102389418	FAM185A
16222439	RAB8A
20344374	UMOD
151999511	NSDHL
10977916	TAS2R10
27210210	HOXA10
54720147	LILRB3
78668459	HOMER1
11060525	TAS2R13
11081835	PRH2
110527308	AHCYL1
105515728	GPR132
11090005	TAS2R14
27221129	HOXA11
31984751	TNXB
101280706	TRMT10C
11138512	TAS2R50
84322838	ADAMTSL3
3289224	OR1R1P
7143746	CTD-2545G14.7
11149094	TAS2R20
27233122	HOXA13
10954131	TAS2R7
11174218	TAS2R19
3481249	RP11-235E17.3
126290625	TXNRD3NB
11182986	TAS2R31
10958650	TAS2R8
56169262	CHCHD2
3505055	RP11-235E17.4
3522550	RP11-235E17.5
99437181	AVPI1
10961736	TAS2R9
27282164	EVX1
3558915	RP11-235E17.6
50713408	PLXNB2
11213964	TAS2R46
17206649	NT5M
16244838	HSH2D
11243907	TAS2R43
39923847	RPS16
29636767	ZFP57
11317505	TAS2R30
10983673	RP11-144O23.8
10977559	PRR4
94138531	CASD1
99472930	MARVELD1
116207011	RGS3
11047542	TAS2R12
11117024	TAS2R15
126423063	CHCHD6
11200931	TAS2R63P
59726565	FKSG52
6308881	CD9
3879862	ATCAY
3568514	RP11-48B14.1
11229368	TAS2R64P
68424446	STAP1
3624922	CTD-3195I5.3
3632655	CTD-3195I5.4
7146910	CTDNEP1
3705459	CTD-3195I5.5
3710042	CTD-3195I5.1
3880397	RP11-459C13.1
3960050	RNA5SP434
16272179	CIB3
131895106	MED23
4017902	snoU13
4067204	RP11-810M2.2
4089621	Y_RNA
47586888	NDUFS3
4096063	Y_RNA
4125386	RYKP1
4204667	RP11-104O19.2
4267463	RN7SL774P
4385261	RP13-580F15.2
140174444	PCDHA2
129769601	PRDM10
21654715	GOLT1B
16296191	FAM32A
59892739	DEPDC1B
110574199	STRIP1
36756863	TGM2
129932974	CPA4
20370492	PDILT
48636435	UQCRC1
13652047	RP11-295P9.3
101292939	PCNP
156052364	LMNA
47586982	PTPMT1
15783223	CELA2A
68478370	UBA6
3933101	NMRK2
32082523	CYP21A2
17380300	MED9
78907943	PAPD4
11249795	RP11-673D15.7
15792404	CELA2B
152082986	ZNF185
36838890	KIAA1755
47593749	KBTBD4
56182374	NUPR1L
90014333	DEF8
20420856	ACSM5
110602616	ALX3
50714103	AL022328.1
6186881	PFKFB3
57187321	ZNF479
16308389	AP1M1
110655062	UBL4B
4400689	AC118754.4
4469047	RP11-141J13.3
57509883	ZNF716
4475501	TXNP4
84841242	UBE2Q2L
4513744	RP11-141J13.5
4523044	RNU6-955P
38158090	CDCA8
62809239	AC006455.1
10977916	TAS2R10
62858414	AC073188.1
4578674	AC091153.4
50747459	DENND6B
105607318	JAG2
11060525	TAS2R13
63505821	ZNF727
110693108	SLC6A17
4607525	RP11-314A20.2
11081835	PRH2
140180783	PCDHA3
4608111	RP11-314A20.1
63688852	ZNF679
24649425	IPO4
11090005	TAS2R14
4635051	RP11-314A20.5
36888551	BPI
4704454	RP11-81A22.5
4760052	ATP6V0CP1
3958451	DAPK3
11138512	TAS2R50
63767837	ZNF736
140186659	PCDHA4
11149094	TAS2R20
116638562	ZNF618
11174217	TAS2R19
4778921	RN7SL171P
4786270	RN7SL784P
4871290	RP5-1050D4.3
68605046	GNRHR
15817327	CASP9
11183296	TAS2R31
4876146	RP5-1050D4.2
56761446	ARHGEF3
11216134	TAS2R46
4889761	RP5-1050D4.4
11281895	TAS2R30
74600926	RP11-463D19.2
4890302	AC004771.1
140201222	PCDHA5
4891001	RP5-1050D4.5
278365	NLRP6
10983673	RP11-144O23.8
4922509	AC109333.10
100557686	RP11-766F14.2
17397751	RASD1
11047542	TAS2R12
4963651	RP11-46I8.1
11117024	TAS2R15
11201237	TAS2R63P
11232340	CH17-93H22.3
110753965	KCNC4
84904525	GOLGA6L4
4978973	RP11-46I8.3
11245762	CH17-93H22.2
100737990	DAPP1
102453308	FBXL13
58549383	SETD6
54720737	LILRA6
5014763	AC012146.7
38179552	EPHA10
179261436	C5orf45
116822407	AMBP
11307670	TAS2R18
99496878	ZFYVE27
140207563	PCDHA6
11311985	U6
11314975	RP11-785H5.2
11320249	RP11-785H5.1
6419602	PLEKHG6
74692332	UBE2W
184795838	C3orf70
126103921	NSMCE2
140213969	PCDHA7
21679241	C12orf39
126707437	PLXNA1
16435628	KLF2
20462783	ACSM2A
116848406	KIF12
32085376	TNXB
110881128	RBM15
85144217	ZSCAN2
140220907	PCDHA8
21689123	GYS2
38259474	MANEAL
15853308	DNAJC16
184908412	EHHADH
242167319	AC104841.2
100799493	LAMTOR3
47599277	KBTBD4
11267953	RP11-673D15.9
11281388	RP11-673D15.8
140227048	PCDHA9
11343332	TAS2R18
101367733	ZBTB11
47608198	FAM180B
11347647	U6
11350637	RP11-785H5.2
11355911	RP11-785H5.1
29684537	HLA-F
63980262	ZNF680
129936836	AP003041.2
47611216	C1QTNF4
68686594	TMPRSS11D
140235595	PCDHA10
101399935	RPL24
36974759	LBP
27565061	HIBADH
7150148	RP1-4G17.5
39926796	SUPT5H
126442563	TRIB1
140240341	AC005609.1
15898848	AGMAT
64126511	ZNF107
94214542	SGCE
140248689	PCDHA11
47638867	MTCH2
3976054	EEF2
116917840	COL27A1
17408877	PEMT
101459219	CUX1
15943995	DDI2
100817405	DNAJB14
110905470	SLC16A4
68775103	TMPRSS11A
53510686	DDHD1
15986364	RSC1A1
5030035	RP11-46I8.4
85563600	AP000974.1
21788276	LDHB
5095379	RP11-333E1.1
32041705	ATF6B
85185999	WDR73
5143803	RP11-333E1.2
5267610	RP11-420A6.2
127564687	FAM84B
5328459	CTC-524C5.2
4007644	PIAS4
7154735	ELP5
128426535	POU5F1B
74851404	TCEB1
85566144	CCDC83
48658192	TMEM89
20499024	AC137056.1
128747680	MYC
40465342	STAT3
76783463	USP36
117085336	ORM1
110943871	LAMTOR5
128959126	TMEM75
54754263	LILRB5
68918916	TMPRSS11F
74424713	ENTPD5
130760442	GSDMC
64254766	ZNF138
69054242	TMPRSS11BNL
129939732	APLP2
140255058	PCDHA12
289135	ATHL1
110993822	PROK1
16466050	EPS15L1
69092371	TMPRSS11B
129984630	CPA5
117092149	ORM2
100869243	H2AFZ
111059839	KCNA10
50781733	PPP6R2
16010827	PLEKHM2
37284668	GOLGA4
21917889	KCNJ8
101442769	CEP97
111017543	TRPC5
140261793	PCDHA13
298200	IFITM5
20547548	ACSM2B
111136202	KCNA2
307631	IFITM2
74884672	TMEM70
242254515	SEPT2
30899130	SFTA2
111214310	KCNA3
313506	IFITM1
140306302	PCDHAC1
319669	IFITM3
111415775	CD53
32072259	FKBPL
4041127	AC016586.1
17584787	RAI1
136499189	UBXN4
37101459	RALGAPB
4044362	ZBTB7A
47681143	AGBL2
369796	B4GALNT4
126911974	C3orf56
156117157	SEMA4A
32091910	PRRT1
171034655	MYO3B
38268616	YRDC
111489807	LRIF1
90036206	CENPBD1
21950335	ABCC9
101498046	NXPE3
38272651	C1orf122
69176105	YTHDC1
4090319	MAP2K2
130851839	FAM49B
90071273	DBNDD1
140345820	PCDHAC2
185000729	MAP3K13
30908749	DPCR1
117096436	AKNA
38275239	MTF1
102553438	LRRC17
85198360	NMB
30951495	MUC21
48663156	SLC26A6
38292232	AL929472.1
179286013	CTC-241N9.1
127291912	TPRA1
392614	PKP3
111659955	DRAM2
111697727	ZCCHC16
30978251	MUC22
105501102	KIAA1033
31079000	C6orf15
50883429	SBF1
111873876	LHFPL1
94285637	PEG10
85668727	PICALM
101107027	DDIT4L
85212775	SEC11A
1611064	TLCD2
31082527	PSORS1C1
74903587	LY96
5372412	CTC-524C5.5
5417529	RNU7-31P
5633609	CTB-162E12.1
20621565	ACSM3
32096994	PPT2
6092681	RP11-960B9.2
6110483	RNU6-1264P
6225733	BTF3P14
6321005	RP11-636N17.1
54777675	LILRB2
102715328	ARMC10
6504264	RNA5SP435
6555059	AC004706.1
105639275	NUDT14
44039611	ABCG5
37209838	ADIG
101316498	EMCN
179289066	TBC1D9B
27778950	TAX1BP1
38326369	INPP5B
60047618	ELOVL7
48178706	AC004466.1
37230577	ARHGAP40
140430979	PCDHB1
78985700	CMYA5
90086037	GAS8
140474227	PCDHB2
112017731	AMOT
111682249	CEPT1
117164360	DFNB31
37353105	SLC32A1
140480234	PCDHB3
7163222	CLDN7
64330550	ZNF273
6556783	CTC-281F24.1
156163880	SLC25A44
6558759	MIR4520A
140501581	PCDHB4
6653004	CTC-281F24.2
16062900	SLC25A34
37377085	ACTR5
6653037	RPL23AP73
4153598	CREB3L3
140514800	PCDHB5
39382900	KRTAP9-2
100967461	GAS2L3
16068917	TMEM82
152157368	PNMA5
39388714	KRTAP9-3
39930212	AC011500.1
39405871	KRTAP9-4
94536514	PPP1R9A
136545410	LCT
32142344	ATF6B
6757180	ALOX12P2
39411573	RP11-206C20.2
39421610	RP11-206C20.1
47738072	FNBP4
117350026	ATP6V1G1
152224766	PNMA3
75146935	JPH1
31082867	CDSN
85291866	ZNF592
144766622	ZNF707
152240819	PNMA6C
48235320	VDR
31105313	PSORS1C2
101928441	SH2B2
117373486	C9orf91
58553855	CNOT1
39447756	KRTAP29-1
39394253	ABC9-43961700F1.1
156182773	PMF1-BGLAP
39426534	KRTAP9-10P
16083102	FBLIM1
38422647	SF3A3
57094469	SPATA12
102007152	PRKRIP1
37427760	C3orf35
6437923	TNFRSF1A
32172915	FKBPL
37434348	PPP1R16B
17713713	SREBF1
111729796	DENND2D
405716	SIGIRR
117546915	TNFSF15
75233365	GDAP1
140529683	PCDHB6
117656003	TNFSF8
140535577	PCDHB17
131949582	ENPP3
79275584	MTX3
32192562	PRRT1
140552243	PCDHB7
60169658	ERCC8
74486056	CCDC176
140557371	PCDHB8
27870192	JAZF1
6830791	RP11-530N7.2
85359911	ALPK3
6857417	RP11-530N7.3
140560980	PCDHB16
6888813	RP11-589P10.7
101796635	CTA-305I2.1
113818551	HTR2C
6897961	RP11-589P10.5
101111304	ANO4
101816779	CTA-305I2.2
6919137	MIR497HG
140571942	PCDHB10
101546835	NFKBIZ
50919985	ADM2
131064353	ASAP1
101837356	SNORA48
101881601	AC005088.2
101936383	AC091390.1
101970536	CTA-313A17.2
140579183	PCDHB11
101980149	Y_RNA
16174359	SPEN
101980596	CTA-313A17.3
37554955	FAM83D
69313167	TMPRSS11E
6962253	CTD-2545G14.2
130029457	ST14
101991668	SPDYE6
54416454	BMP4
7044249	RPL7AP64
7126616	MIR324
4174106	SIRT6
47799639	NUP160
50925213	MIOX
75512010	RP11-758M4.1
37493606	ITGA9
64432154	ZNF117
79287134	THBS4
64451187	ERV3-1
140588269	PCDHB12
156182784	PMF1
152240839	PNMA6A
140593509	PCDHB13
130020180	CPA1
114238538	IL13RA2
7169374	Y_RNA
101996513	CTA-313A17.5
7186266	RP1-4G17.2
7233771	AC026954.6
1619817	WDR81
39971052	TIMM50
7184986	SLC2A4
140602931	PCDHB14
64838712	ZNF92
102007442	RP11-163E9.2
44066103	ABCG8
85955586	EED
7256006	RP11-542C16.1
7323422	RP11-104H15.7
102023745	RP11-163E9.1
140625147	PCDHB15
102049022	hsa-mir-548o
7339876	RP11-104H15.9
102070098	RP11-514P8.2
140682196	SLC25A2
85427885	SLC28A1
75736772	PI15
242295658	FARP2
16589868	CALR3
144789522	CCDC166
130096572	ZBTB44
140698057	TAF7
69402902	UGT2B17
185194284	TMEM41A
16589878	CTD-3222D19.2
144798429	MAPK15
69512348	UGT2B15
33161365	RXRB
20634559	ACSM1
101944566	PPP3CA
54799854	LILRA3
111743393	CHI3L2
90095316	C16orf3
28338940	CREB5
140710252	PCDHGA1
38462442	FHL3
16607122	C19orf44
54863567	CDKN3
75896750	CRISPLD1
90122974	PRDM7
48357352	TMEM106C
32236325	C6orf10
7342478	RP11-104H15.8
32197644	PPT2
7342825	RP11-104H15.10
54818353	LILRA5
156211753	BGLAP
38474930	UTP11L
140718539	PCDHGA2
20744986	THUMPD1
90159562	TUBB8P7
140723601	PCDHGA3
57124010	IL17RD
54844456	LILRA4
24649601	RP11-468E2.2
117782806	TNC
130274820	ADAMTS8
179338651	RNF130
140729828	PCDHGB1
69681711	UGT2B10
16268364	ZBTB17
49189296	FSHR
65112081	AC104057.1
44113647	LRPPRC
37590942	DHX35
65338254	VKORC1L1
16628700	CHERP
417933	ANO9
38509523	POU3F1
115438942	CASP7
31110216	CCHCR1
152243996	PNMA6D
32336148	BTNL2
69794181	UGT2A3
152341458	PNMA6B
39303870	RRAGC
105675623	BRF1
152481522	MAGEA1
132021520	OR2A4
132029581	CTAGE9
20791515	ERI2
102740223	NAPEPLD
7440413	Y_RNA
144806103	FAM83H
152599613	ZNF275
7466604	SENP3-EIF4A1
61553	DDX11L10
130318869	ADAMTS15
50941376	LMF2
7476144	SNORA67
65425671	GUSB
7478031	SNORA48
24658349	TM9SF1
7480129	SNORD10
114345185	LRCH2
152683780	ZFP92
140734768	PCDHGA4
7485282	AC113189.5
130542851	C11orf44
7514499	snoU13
7588578	RP11-199F11.2
7657638	RPL29P2
140739703	PCDHGB2
117904097	DEC1
132129156	ENPP1
86013253	C11orf73
7191571	YBX2
74523553	ALDH6A1
39989535	DLL3
140743898	PCDHGA5
140749831	PCDHGB3
67514	Z84812.4
152710178	TREX2
72910	WASIR2
54865362	LAIR1
69917081	UGT2B7
79336	IL9RP3
79407050	SERINC5
185224050	LIPH
16330731	C1orf64
140629	Z69720.2
118916083	PAPPA
175736	Z69666.2
213121	HBZP1
111833484	CHIA
58699013	SLC38A7
101818088	ZPLD1
7809440	SCARNA21
7816642	AC025335.1
40005753	SELV
7858186	RP11-1099M24.8
94926988	PON1
7937805	snoU13
16340523	HSPB7
7959543	RP11-599B13.3
130745331	SNX19
7991374	MIR4314
8076772	SNORD118
37903451	CTDSPL
218678	Z84721.4
40554470	PTRF
8080130	RP11-599B13.7
76320149	HNF4G
8090493	AC129492.1
228553	Y_RNA
8102441	RP11-599B13.8
131792547	ADCY8
235747	LA16c-OS12.2
8123960	LINC00324
281133	Z69890.1
4183351	ANKRD24
8128139	RP11-849F2.8
8181081	RP11-849F2.9
53720362	SP7
8199823	RP11-849F2.10
8221406	AC135178.7
179527795	RASGEF1C
144873090	SCRIB
448268	PTDSS2
102268937	AP001816.1
99526508	SFRP5
70065669	UGT2B11
119160439	PAPPA-AS1
99609996	GOLGA7B
33168222	SLC39A7
4229495	EBI3
53773960	SP1
1646130	SERPINF2
85523671	PDE8A
40021630	EID2B
114423963	RBMXL3
6456009	SCNN1A
432097	Z97634.3
16660642	SLC35E1
140753651	PCDHGA6
39328636	MYCBP
111888910	PIFO
8232901	SNORA69
8241015	RP11-849F2.4
114524293	LUZP4
40028890	EID2
102937869	PMPCB
86085778	CCDC81
136597196	MCM6
140762467	PCDHGA7
40093164	LGALS13
32382335	HLA-DRA
489297	Y_RNA
501404	RP1-196A12.1
156213206	PAQR6
48002113	PTPRJ
542366	AL049542.1
585316	MIR5587
593277	MIR3176
50946645	NCAPH2
597185	LA16c-366D1.3
22199108	CMAS
653555	Z98881.1
39330175	GJA9
691039	AL022341.1
698473	AL022341.3
140767452	PCDHGB4
40146534	LGALS16
705034	LA16c-349E10.1
728504	LA16c-313D11.9
58741035	GOT2
115511213	PLEKHS1
140772381	PCDHGA8
29034847	CPVL
111956936	OVGP1
48238344	OR4B1
140782520	PCDHGA9
48266608	OR4X2
40194946	LGALS14
39351479	RHBDL2
48285413	OR4X1
130033612	CEP41
102332443	BANK1
140787770	PCDHGB6
48327775	OR4S1
739001	LA16c-313D11.12
760746	LA16c-380A1.1
820183	MIR662
39314488	MAFB
48346472	OR4C3
140792743	PCDHGA10
94989256	PON3
48387037	OR4C5
8268881	RP11-849F2.5
20817751	AC004381.6
16685718	MED26
48510269	OR4A47
39456895	AKIRIN1
79615444	SPZ1
32516731	HLA-DRB1
39657458	TOP1
8414443	RNU7-43P
8450235	RN7SL129P
49050504	TRIM49B
171568961	LINC01124
24658363	TM9SF1
179660143	MAPK9
16345370	CLCNKA
16688453	CTC-429P9.4
140797427	PCDHGB7
74551499	LIN52
49075266	TRIM64C
119187504	ASTN2
59743897	RP11-105C20.2
140800762	PCDHGA11
24674903	TSSK4
99624757	CRTAC1
111982512	WDR77
7210318	EIF5A
57231944	HESX1
140810185	PCDHGA12
4247076	CCDC94
77593454	ZFHX4
32208792	EGFL8
156219015	SMG5
48673902	CELSR3
131240373	NTM
127317066	MCM2
1665253	SERPINF1
40610862	ATP6V0A1
32574291	HLA-DQA1
79703832	ZFYVE16
4278598	SHD
152713124	HAUS7
494512	RNH1
61681146	CDH8
70146217	UGT2B28
111991486	ATP5F1
132269316	CTGF
76849059	TIMP2
4292229	TMIGD2
39765600	PLCG1
86152150	ME3
38029550	VILL
22216707	ST8SIA1
39491990	NDUFS5
60240956	NDUFAF2
119449581	TRIM32
105085753	ALCAM
49168187	FOLH1
112016414	C1orf162
933780	LA16c-306A4.1
32212421	AGPAT1
950520	LA16c-306A4.2
971033	LA16c-366D3.1
54893654	CNIH1
120466610	TLR4
4304597	FSD1
53817639	AMHR2
1025761	RP11-161M6.2
57261765	APPL1
40221890	CLC
40267235	LEUTX
16370272	CLCNKB
144898514	PUF60
1041148	RP11-161M6.3
121915736	BRINP1
112025970	ADORA3
136664247	DARS
156252726	TMEM79
132916335	EFR3A
32222563	RNF5
24678789	CHMP4A
114795501	PLS3
6392278	DKFZP667F0711
122257653	RP11-295D22.1
16384264	FAM131C
53835389	PRR13
140855580	PCDHGC3
16741562	SMIM7
140864741	PCDHGC4
86502101	PRSS23
242432089	STK25
40315990	DYRK1B
112084840	RAP1A
76866992	DDC8
48366748	COL2A1
6469105	PRKCQ
65540785	ASL
60411538	AC008498.1
20866247	DCUN1D3
60453536	SMIM15
16450832	EPHA2
95034175	PON2
1114093	SSTR5-AS1
103172198	SLC39A8
1115240	RP11-161M6.5
1115299	AC009041.1
1153280	LA16c-349E11.1
20911190	LYRM1
112223252	FAM212B
1161627	LA16c-381G6.1
1206976	RP11-616M22.1
70345883	UGT2B4
1209548	RP11-616M22.2
1256560	RP11-616M22.3
1307340	RP11-616M22.5
1310953	PRSS29P
54926393	TTYH1
1323752	RP11-616M22.10
1330162	RP11-616M22.9
1336352	TPSP2
1344552	RP11-616M22.7
86656721	FZD4
1367892	LA16c-358B7.3
29161890	CHN2
1379079	RPS20P2
156259880	C1orf85
1408901	LA16c-316G12.2
1429290	AL031721.1
1458835	LA16c-312E8.2
1495344	LA16c-390E6.5
1501761	LA16c-390E6.4
1517674	LA16c-390E6.3
1527831	RPS3AP2
133036467	OC90
54941202	GMFB
70454135	UGT2A1
74706175	VSX2
32225175	AGER
64977656	CDH11
112297867	DDX20
133036467	OC90
85923802	AKAP13
132617194	MOXD1
152751314	U82695.9
76967320	LGALS3BP
130126012	MEST
133073733	HHLA1
77892494	PEX2
86748886	TMEM135
185300284	SENP2
193310933	OPA1
132767006	STX7
20944433	DNAH3
24683143	MDP1
16771938	TMEM38A
6484211	LTBR
152760397	BGN
7214643	GPS2
70454135	UGT2A2
60628100	ZSWIM6
54960065	LENG8
132859429	TAAR9
132873832	TAAR8
99627889	GOLGA7B
132891461	TAAR6
79428374	PKIA
24683161	NEDD8-MDP1
112313284	KCND3
156268415	VHLL
132909731	TAAR5
74752126	ABCD4
132938161	TAAR2
101549271	SLC5A8
70454912	UGT2A1
49973943	OR4C13
132966123	TAAR1
16524349	ARHGEF19
50003009	OR4C12
54976530	CGRRF1
51411378	OR4A5
99894387	R3HCC1L
133002729	VNN1
51435459	OR4A8P
79578282	ZC2HC1A
51515282	OR4C46
50961997	SCO2
55029658	TRIM48
112938803	CTTNBP2NL
16555368	C1orf134
55110627	OR4A16
65552756	AC068533.7
55135360	OR4A15
16558195	RSG1
60933535	C5orf64
55321783	OR4C15
70586880	SULT1B1
38048987	PLCD1
179727690	GFPT2
54972981	LENG9
55339604	OR4C16
101673887	UTP20
102952921	DNAJC2
54976210	CDC42EP5
16830787	NWD1
65579591	CRCP
55370830	OR4C11
4324040	STAP2
55405834	OR4P4
16573334	FBXO42
113009163	WNT2B
55418380	OR4S2
55432614	OR4C6
79587978	IL7
1682779	SMYD4
87846410	RAB38
55009100	LAIR2
50964181	TYMP
55540914	OR5D13
55563032	OR5D14
39807088	ZHX3
55578854	OR5L1
55587086	OR5D18
66400533	CDH5
70676498	SULT1E1
55594695	OR5L2
24686058	NEDD8
16679070	SZRD1
55606228	OR5D16
55650773	TRIM51
61601989	KIF2A
133043926	VNN3
50968139	ODF3B
48701364	NCKIPSD
39969560	LPIN3
55043909	KIR3DX1
4343524	MPND
80523049	STMN2
123151147	CDK5RAP2
50986462	KLHDC7B
50989541	SYCE3
55681126	OR5W2
103422486	NFKB1
105374305	CBLB
55702932	OR5I1
55734975	OR10AG1
39988606	EMILIN3
55761157	OR5F1
88026760	CTSC
55797895	OR5AS1
55860753	OR8I2
242498136	BOK
55872519	OR8H2
55889849	OR8H3
100007447	LOXL4
55904247	OR8J3
16940211	SIN3B
55926870	OR8K5
53835525	PCBP2
242523820	THAP4
4360367	SH3GL1
7215980	RP11-542C16.2
48413554	RP1-228P16.5
55084387	LILRA2
70796799	CSN1S1
136871919	CXCR4
55033815	SAMD4A
179921412	CNOT6
40030741	CHD6
16713612	SPATA21
133133108	KCNQ3
55944094	OR5J2
55978334	OR8J2
55999490	OR5T2
66461200	BEAN1
22601517	C2CD5
56019676	OR5T3
21169698	TMEM159
56043029	OR5T1
56057529	OR8H1
6554033	CD27
66503715	RP11-403P17.5
56085783	OR8K3
66516775	AC132186.1
56113421	OR8K1
56127691	OR8J1
56143100	OR8U1
127348024	PODXL2
24701628	GMPR2
65670186	TPST1
114952650	RP1-241P17.4
56180172	OR5AL1
51007290	CPT1B
48436681	SENP1
56184734	OR5R1
115301975	AGTR2
133584320	LRRC6
56229945	OR5M9
56236964	OR5M3
86302554	KLHL25
76987799	CANT1
56257825	OR5M8
16767167	NECAP2
56309746	OR5M11
21208773	ZP2
115567790	SLC6A14
56344212	OR5M10
6560856	TAPBPL
56380031	OR5M1
56408942	OR5AP2
56431138	OR5AR1
65939543	AC008267.1
123363091	MEGF9
86685227	AGBL1
4402659	CHAF1A
13685706	FRMD4A
80676245	HEY1
1732996	RPA1
29603427	PRR15
21244986	ANKS4B
66093868	KCTD7
123514256	FBXW2
66541906	TK2
17746828	TOM1L2
29846102	WIPF3
57302375	ASB14
242576628	ATG4B
88237744	GRM5
115592849	CT83
32228948	PBX2
95107756	ASB4
137523115	THSD7B
21250195	CRYM
88910620	TYR
55308726	GCH1
1837971	RTN4RL1
123577774	PSMD5
152783134	ATP2B3
16865561	FAM231B
32234970	GPSM3
16999671	F2RL3
16888814	NBPF1
51007298	CHKB-CPT1B
100143322	PYROXD2
156278759	CCT3
55085346	LILRB1
4444996	UBXN6
180017103	SCGB3A1
77015291	C1QTNF1-AS1
123617977	PHF19
127391778	ABTB1
38080696	DLEC1
133697253	TMEM71
32239047	NOTCH4
88418230	NTRK3
39546988	MACF1
138721590	HNMT
57327727	DNAH12
17003758	CPAMD8
117031776	KLHL13
56467864	OR9G1
56510303	OR9G4
48725436	IP6K2
7218947	NEURL4
56587052	OR5G3
103552660	MANBA
56756347	OR5AK2
21413558	NPIPB3
123664671	TRAF1
56949221	LRRC55
105714827	BTBD6
180028506	FLT4
57001051	APLNR
70820974	CSN2
51017378	CHKB
113066140	ST7L
77018896	C1QTNF1
70861647	STATH
29959719	SCRN1
57067112	TNKS1BP1
66586466	CKLF
123714616	C5
1933404	DPH1
32360675	C6orf10
6571403	VAMP1
31126319	TCF19
30050203	FKBP14
57093459	SSRP1
4472284	HDGFRP2
80830952	MRPS28
102984701	PSMC2
57105848	P2RX3
133787618	PHF20L1
105766900	PACS2
57144242	PRG3
95171457	AC002451.1
70894130	HTN3
17160539	HAUS8
107096188	CCDC54
95212811	PDK4
57154267	PRG2
30067020	PLEKHA8
21608539	METTL9
66147151	RABGEF1
57154838	RP11-872D17.8
51039114	MAPK8IP2
132284871	OPCML
66586490	CKLF-CMTM1
133065009	VNN2
40701392	PTPRT
100175955	HPS1
130146089	COPG2
89057524	NOX4
156307105	TSACC
113161795	CAPZA1
32436807	BTNL2
133710526	SPATA19
130353488	TSGA13
24708849	TINF2
180166042	OR2Y1
32482996	HLA-DRA
57174427	SLC43A3
55405668	WDHD1
95401866	DYNC1I1
89002707	MRPL46
4502204	PLIN4
66600294	CMTM1
133778459	IGSF9B
32578924	DRB4
21652609	IGSF6
123837141	CNTRL
89010684	MRPS11
180217541	MGAT1
4522543	PLIN5
61683081	DIMT1
107241783	BBX
32631439	HLA-DQA1
55105047	LILRA1
17876127	LRRC48
74769772	VRTN
80870571	TPD52
6601150	MRPL51
42086568	SRSF6
133938820	JAM3
74872596	SYNDIG1L
16999498	FAM231A
17060447	FAM231C
55147173	AC009892.10
242615157	DTYMK
66386212	TMEM248
74942895	NPC2
113215763	MOV10
133090509	SLC18B1
31132119	POU5F1
21689835	OTOA
17066768	CROCC
50145643	NRXN1
156339003	RHBG
55155340	LILRB4
57542003	PDE12
127407909	MGLL
123940415	RAB14
51061182	ARSA
42136320	L3MBTL1
180274611	ZFP62
57557090	ARF4
139259371	SPOPL
130417401	KLF14
38144620	ACAA1
70916119	HTN1
133135580	RPS12
4528439	CTB-50L17.14
17186591	MYO9B
4536421	LRG1
57228022	RTN4RL2
17300997	MFAP2
134020014	NCAPD3
6602522	NCAPD2
22778009	ETNK1
77071021	ENGASE
103715540	UBE2D3
130794855	MKLN1
1945327	OVCA2
242641450	ING5
32658022	HLA-DQB1
57252007	SLC43A1
4542600	SEMA6B
89054790	DET1
1957448	HIC1
139428342	NXPH2
89164527	AEN
66613351	CMTM2
57611184	DENND6A
4639530	TNFAIP8L1
66452664	SBDS
39876151	KIAA0754
117480036	WDR44
39957318	BMP8A
4641386	C19orf10
89179384	ISG20
53874274	MAP3K12
51112843	SHANK3
74960423	ISCA2
30174426	MTURN
32729153	CR759848.1
17312453	ATP13A2
32742904	HLA-DQA2
48782030	PRKAR2A
30323923	ZNRF2
102993177	SLC26A5
51176624	ACR
66637777	CMTM3
152853377	FAM58A
127634075	KBTBD12
140988992	LRP1B
55235969	KIR3DL1
70999333	C4orf40
105864916	TEX22
32757661	HLA-DQB2
113243728	RHOC
24718320	TGM1
66460160	TYW1
133561736	EYA4
1963133	SMG6
156374042	C1orf61
66648653	CMTM4
127770484	SEC61A1
57295936	TIMM10
71062213	ODAM
89443467	TRIM77
40026488	PABPC4
89346674	ACAN
89530823	TRIM49
57308979	SMTNL1
71091788	FDCSP
55493948	SOCS4
4675236	DPP9
89602450	TRIM64B
57319129	UBE2L6
30464143	NOD1
17326155	USE1
55518349	MAPK1IP1L
71108305	CSN3
